datetime,station_id,station_name,region,latitude,longitude,wind_speed,wind_direction,wave_height,air_temperature,water_temperature,humidity,pressure
2024-01-01 00:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,8.169921195859626,341.5945525736851,1.5773187141166878,7.740305014445825,2.6390507584304226,62.510213013035646,1006.7790650516854
2024-01-01 01:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,6.651492532695324,272.34109718183174,0.9166263660735641,9.204401897075615,12.235394386682326,76.78805170742248,1065.9340364091663
2024-01-01 02:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,6.011178139491154,169.7904686247763,0.8726456316697184,16.350551380024925,8.339500826293124,72.75071774461742,1009.2207431671771
2024-01-01 03:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,6.707647079933304,174.97628984191428,2.1969620223000326,15.285860462047543,14.328413776098747,60.31391788060007,1013.7150480111491
2024-01-01 04:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,3.5017195868761974,157.00911215367793,1.3186433101045631,19.951204155188297,14.074467638081058,63.05387126900736,1015.1918615250364
2024-01-01 05:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,3.9914634169628327,116.87172015972011,1.3141421383546592,18.243044541881904,16.143626256922687,65.51713119896246,1011.1877217384365
2024-01-01 06:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,4.249582737862414,187.81711710690246,0.9272639979668698,20.008562801992664,18.81253516218604,84.44345172192668,1015.6976240560203
2024-01-01 07:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,4.909774342505353,155.21434457080142,0.8054968766118111,17.469731771623817,13.41117356537769,59.052578137671475,1007.0573957298769
2024-01-01 08:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,7.71309366232181,215.3404368146789,0.0,15.28723826920584,22.182385965779492,60.18056230823514,1015.74964990916
2024-01-01 09:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,5.1118542282013255,323.323228980394,1.6721036929990991,20.190878204949424,14.40592211649428,55.68350395490367,1016.5322412448804
2024-01-01 10:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,6.175743023985524,358.2033902365717,1.3887591739642935,19.211646761257022,8.549582543938687,-9.4040445595555,1014.5023626673132
2024-01-01 11:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,9.53976792962835,28.347584357850163,1.0465360401533812,16.233823973455344,11.39832501120906,71.47496948257277,1011.2424032926525
2024-01-01 12:00:00,OBS_A,모의 관측소 A,동해,37.5,129.3,60.088014218280875,138.4860501580829,1.0724868248795387,21.166607078794286,12.123548563773712,70.32986626449764,1014.717324586195
